treatment_time_mins,mRS<=0,mRS<=1,mRS<=2,mRS<=3,mRS<=4,mRS<=5,mRS<=6
0.0,0.306,0.429,0.548,0.707,0.851,0.915,1.0
0.1,0.3059,0.42891,0.54793,0.70695,0.85097,0.91498,1.0
0.2,0.30581,0.42883,0.54787,0.70689,0.85094,0.91496,1.0
0.3,0.30571,0.42874,0.5478,0.70684,0.85091,0.91495,1.0
0.4,0.30562,0.42866,0.54774,0.70679,0.85088,0.91493,1.0
0.5,0.30552,0.42857,0.54767,0.70673,0.85085,0.91491,1.0
0.6,0.30542,0.42849,0.54761,0.70668,0.85082,0.91489,1.0
0.7,0.30533,0.4284,0.54754,0.70663,0.85079,0.91487,1.0
0.8,0.30523,0.42832,0.54748,0.70657,0.85076,0.91486,1.0
0.9,0.30514,0.42823,0.54741,0.70652,0.85073,0.91484,1.0
1.0,0.30504,0.42815,0.54735,0.70647,0.8507,0.91482,1.0
1.1,0.30495,0.42806,0.54728,0.70641,0.85067,0.9148,1.0
1.2,0.30485,0.42798,0.54722,0.70636,0.85064,0.91478,1.0
1.3,0.30475,0.42789,0.54715,0.70631,0.85061,0.91476,1.0
1.4,0.30466,0.42781,0.54709,0.70625,0.85058,0.91475,1.0
1.5,0.30456,0.42772,0.54702,0.7062,0.85055,0.91473,1.0
1.6,0.30447,0.42764,0.54696,0.70615,0.85052,0.91471,1.0
1.7,0.30437,0.42755,0.54689,0.70609,0.85049,0.91469,1.0
1.8,0.30428,0.42747,0.54682,0.70604,0.85046,0.91467,1.0
1.9,0.30418,0.42738,0.54676,0.70599,0.85043,0.91466,1.0
2.0,0.30408,0.4273,0.54669,0.70593,0.8504,0.91464,1.0
2.1,0.30399,0.42721,0.54663,0.70588,0.85037,0.91462,1.0
2.2,0.30389,0.42713,0.54656,0.70582,0.85034,0.9146,1.0
2.3,0.3038,0.42704,0.5465,0.70577,0.85031,0.91458,1.0
2.4,0.3037,0.42696,0.54643,0.70572,0.85028,0.91456,1.0
2.5,0.30361,0.42687,0.54637,0.70566,0.85025,0.91455,1.0
2.6,0.30351,0.42679,0.5463,0.70561,0.85022,0.91453,1.0
2.7,0.30342,0.4267,0.54624,0.70556,0.85019,0.91451,1.0
2.8,0.30332,0.42662,0.54617,0.7055,0.85016,0.91449,1.0
2.9,0.30322,0.42653,0.54611,0.70545,0.85013,0.91447,1.0
3.0,0.30313,0.42645,0.54604,0.7054,0.8501,0.91446,1.0
3.1,0.30303,0.42636,0.54598,0.70534,0.85007,0.91444,1.0
3.2,0.30294,0.42628,0.54591,0.70529,0.85004,0.91442,1.0
3.3,0.30284,0.42619,0.54585,0.70524,0.85001,0.9144,1.0
3.4,0.30275,0.42611,0.54578,0.70518,0.84998,0.91438,1.0
3.5,0.30265,0.42602,0.54571,0.70513,0.84995,0.91436,1.0
3.6,0.30256,0.42594,0.54565,0.70508,0.84992,0.91435,1.0
3.7,0.30246,0.42585,0.54558,0.70502,0.84989,0.91433,1.0
3.8,0.30237,0.42577,0.54552,0.70497,0.84986,0.91431,1.0
3.9,0.30227,0.42568,0.54545,0.70491,0.84983,0.91429,1.0
4.0,0.30218,0.4256,0.54539,0.70486,0.8498,0.91427,1.0
4.1,0.30208,0.42551,0.54532,0.70481,0.84977,0.91426,1.0
4.2,0.30199,0.42543,0.54526,0.70475,0.84974,0.91424,1.0
4.3,0.30189,0.42534,0.54519,0.7047,0.84971,0.91422,1.0
4.4,0.3018,0.42526,0.54513,0.70465,0.84968,0.9142,1.0
4.5,0.3017,0.42517,0.54506,0.70459,0.84965,0.91418,1.0
4.6,0.3016,0.42509,0.545,0.70454,0.84962,0.91416,1.0
4.7,0.30151,0.425,0.54493,0.70449,0.84959,0.91415,1.0
4.8,0.30141,0.42492,0.54487,0.70443,0.84956,0.91413,1.0
4.9,0.30132,0.42483,0.5448,0.70438,0.84953,0.91411,1.0
5.0,0.30122,0.42475,0.54473,0.70432,0.8495,0.91409,1.0
5.1,0.30113,0.42466,0.54467,0.70427,0.84947,0.91407,1.0
5.2,0.30103,0.42458,0.5446,0.70422,0.84944,0.91405,1.0
5.3,0.30094,0.42449,0.54454,0.70416,0.84941,0.91404,1.0
5.4,0.30084,0.42441,0.54447,0.70411,0.84938,0.91402,1.0
5.5,0.30075,0.42432,0.54441,0.70406,0.84935,0.914,1.0
5.6,0.30065,0.42424,0.54434,0.704,0.84932,0.91398,1.0
5.7,0.30056,0.42415,0.54428,0.70395,0.84929,0.91396,1.0
5.8,0.30046,0.42407,0.54421,0.7039,0.84926,0.91394,1.0
5.9,0.30037,0.42398,0.54415,0.70384,0.84923,0.91393,1.0
6.0,0.30027,0.4239,0.54408,0.70379,0.8492,0.91391,1.0
6.1,0.30018,0.42381,0.54402,0.70373,0.84917,0.91389,1.0
6.2,0.30008,0.42373,0.54395,0.70368,0.84914,0.91387,1.0
6.3,0.29999,0.42364,0.54389,0.70363,0.84911,0.91385,1.0
6.4,0.29989,0.42356,0.54382,0.70357,0.84908,0.91384,1.0
6.5,0.2998,0.42347,0.54375,0.70352,0.84905,0.91382,1.0
6.6,0.2997,0.42339,0.54369,0.70347,0.84902,0.9138,1.0
6.7,0.29961,0.4233,0.54362,0.70341,0.84899,0.91378,1.0
6.8,0.29952,0.42322,0.54356,0.70336,0.84896,0.91376,1.0
6.9,0.29942,0.42313,0.54349,0.7033,0.84893,0.91374,1.0
7.0,0.29933,0.42305,0.54343,0.70325,0.8489,0.91373,1.0
7.1,0.29923,0.42296,0.54336,0.7032,0.84887,0.91371,1.0
7.2,0.29914,0.42288,0.5433,0.70314,0.84884,0.91369,1.0
7.3,0.29904,0.42279,0.54323,0.70309,0.84881,0.91367,1.0
7.4,0.29895,0.42271,0.54317,0.70304,0.84878,0.91365,1.0
7.5,0.29885,0.42262,0.5431,0.70298,0.84875,0.91363,1.0
7.6,0.29876,0.42254,0.54304,0.70293,0.84872,0.91362,1.0
7.7,0.29866,0.42245,0.54297,0.70287,0.84869,0.9136,1.0
7.8,0.29857,0.42237,0.5429,0.70282,0.84866,0.91358,1.0
7.9,0.29847,0.42228,0.54284,0.70277,0.84863,0.91356,1.0
8.0,0.29838,0.4222,0.54277,0.70271,0.8486,0.91354,1.0
8.1,0.29828,0.42211,0.54271,0.70266,0.84857,0.91352,1.0
8.2,0.29819,0.42203,0.54264,0.7026,0.84854,0.9135,1.0
8.3,0.2981,0.42194,0.54258,0.70255,0.84851,0.91349,1.0
8.4,0.298,0.42186,0.54251,0.7025,0.84848,0.91347,1.0
8.5,0.29791,0.42178,0.54245,0.70244,0.84845,0.91345,1.0
8.6,0.29781,0.42169,0.54238,0.70239,0.84842,0.91343,1.0
8.7,0.29772,0.42161,0.54232,0.70234,0.84839,0.91341,1.0
8.8,0.29762,0.42152,0.54225,0.70228,0.84836,0.91339,1.0
8.9,0.29753,0.42144,0.54219,0.70223,0.84833,0.91338,1.0
9.0,0.29743,0.42135,0.54212,0.70217,0.8483,0.91336,1.0
9.1,0.29734,0.42127,0.54205,0.70212,0.84827,0.91334,1.0
9.2,0.29725,0.42118,0.54199,0.70207,0.84824,0.91332,1.0
9.3,0.29715,0.4211,0.54192,0.70201,0.84821,0.9133,1.0
9.4,0.29706,0.42101,0.54186,0.70196,0.84818,0.91328,1.0
9.5,0.29696,0.42093,0.54179,0.7019,0.84815,0.91327,1.0
9.6,0.29687,0.42084,0.54173,0.70185,0.84812,0.91325,1.0
9.7,0.29677,0.42076,0.54166,0.7018,0.84809,0.91323,1.0
9.8,0.29668,0.42067,0.5416,0.70174,0.84806,0.91321,1.0
9.9,0.29659,0.42059,0.54153,0.70169,0.84803,0.91319,1.0
10.0,0.29649,0.4205,0.54147,0.70164,0.848,0.91317,1.0
10.1,0.2964,0.42042,0.5414,0.70158,0.84797,0.91316,1.0
10.2,0.2963,0.42033,0.54133,0.70153,0.84794,0.91314,1.0
10.3,0.29621,0.42025,0.54127,0.70147,0.84791,0.91312,1.0
10.4,0.29611,0.42016,0.5412,0.70142,0.84787,0.9131,1.0
10.5,0.29602,0.42008,0.54114,0.70137,0.84784,0.91308,1.0
10.6,0.29593,0.42,0.54107,0.70131,0.84781,0.91306,1.0
10.7,0.29583,0.41991,0.54101,0.70126,0.84778,0.91304,1.0
10.8,0.29574,0.41983,0.54094,0.7012,0.84775,0.91303,1.0
10.9,0.29564,0.41974,0.54088,0.70115,0.84772,0.91301,1.0
11.0,0.29555,0.41966,0.54081,0.7011,0.84769,0.91299,1.0
11.1,0.29546,0.41957,0.54075,0.70104,0.84766,0.91297,1.0
11.2,0.29536,0.41949,0.54068,0.70099,0.84763,0.91295,1.0
11.3,0.29527,0.4194,0.54062,0.70093,0.8476,0.91293,1.0
11.4,0.29517,0.41932,0.54055,0.70088,0.84757,0.91291,1.0
11.5,0.29508,0.41923,0.54048,0.70083,0.84754,0.9129,1.0
11.6,0.29499,0.41915,0.54042,0.70077,0.84751,0.91288,1.0
11.7,0.29489,0.41906,0.54035,0.70072,0.84748,0.91286,1.0
11.8,0.2948,0.41898,0.54029,0.70066,0.84745,0.91284,1.0
11.9,0.2947,0.41889,0.54022,0.70061,0.84742,0.91282,1.0
12.0,0.29461,0.41881,0.54016,0.70056,0.84739,0.9128,1.0
12.1,0.29452,0.41873,0.54009,0.7005,0.84736,0.91279,1.0
12.2,0.29442,0.41864,0.54003,0.70045,0.84733,0.91277,1.0
12.3,0.29433,0.41856,0.53996,0.70039,0.8473,0.91275,1.0
12.4,0.29423,0.41847,0.5399,0.70034,0.84727,0.91273,1.0
12.5,0.29414,0.41839,0.53983,0.70029,0.84724,0.91271,1.0
12.6,0.29405,0.4183,0.53976,0.70023,0.84721,0.91269,1.0
12.7,0.29395,0.41822,0.5397,0.70018,0.84718,0.91267,1.0
12.8,0.29386,0.41813,0.53963,0.70012,0.84715,0.91266,1.0
12.9,0.29377,0.41805,0.53957,0.70007,0.84712,0.91264,1.0
13.0,0.29367,0.41796,0.5395,0.70001,0.84709,0.91262,1.0
13.1,0.29358,0.41788,0.53944,0.69996,0.84705,0.9126,1.0
13.2,0.29348,0.41779,0.53937,0.69991,0.84702,0.91258,1.0
13.3,0.29339,0.41771,0.53931,0.69985,0.84699,0.91256,1.0
13.4,0.2933,0.41763,0.53924,0.6998,0.84696,0.91254,1.0
13.5,0.2932,0.41754,0.53918,0.69974,0.84693,0.91253,1.0
13.6,0.29311,0.41746,0.53911,0.69969,0.8469,0.91251,1.0
13.7,0.29302,0.41737,0.53904,0.69964,0.84687,0.91249,1.0
13.8,0.29292,0.41729,0.53898,0.69958,0.84684,0.91247,1.0
13.9,0.29283,0.4172,0.53891,0.69953,0.84681,0.91245,1.0
14.0,0.29274,0.41712,0.53885,0.69947,0.84678,0.91243,1.0
14.1,0.29264,0.41703,0.53878,0.69942,0.84675,0.91241,1.0
14.2,0.29255,0.41695,0.53872,0.69937,0.84672,0.9124,1.0
14.3,0.29246,0.41686,0.53865,0.69931,0.84669,0.91238,1.0
14.4,0.29236,0.41678,0.53859,0.69926,0.84666,0.91236,1.0
14.5,0.29227,0.4167,0.53852,0.6992,0.84663,0.91234,1.0
14.6,0.29217,0.41661,0.53846,0.69915,0.8466,0.91232,1.0
14.7,0.29208,0.41653,0.53839,0.69909,0.84657,0.9123,1.0
14.8,0.29199,0.41644,0.53832,0.69904,0.84654,0.91228,1.0
14.9,0.29189,0.41636,0.53826,0.69899,0.84651,0.91227,1.0
15.0,0.2918,0.41627,0.53819,0.69893,0.84648,0.91225,1.0
15.1,0.29171,0.41619,0.53813,0.69888,0.84645,0.91223,1.0
15.2,0.29161,0.4161,0.53806,0.69882,0.84641,0.91221,1.0
15.3,0.29152,0.41602,0.538,0.69877,0.84638,0.91219,1.0
15.4,0.29143,0.41593,0.53793,0.69871,0.84635,0.91217,1.0
15.5,0.29133,0.41585,0.53787,0.69866,0.84632,0.91215,1.0
15.6,0.29124,0.41577,0.5378,0.69861,0.84629,0.91214,1.0
15.7,0.29115,0.41568,0.53773,0.69855,0.84626,0.91212,1.0
15.8,0.29105,0.4156,0.53767,0.6985,0.84623,0.9121,1.0
15.9,0.29096,0.41551,0.5376,0.69844,0.8462,0.91208,1.0
16.0,0.29087,0.41543,0.53754,0.69839,0.84617,0.91206,1.0
16.1,0.29078,0.41534,0.53747,0.69833,0.84614,0.91204,1.0
16.2,0.29068,0.41526,0.53741,0.69828,0.84611,0.91202,1.0
16.3,0.29059,0.41517,0.53734,0.69823,0.84608,0.912,1.0
16.4,0.2905,0.41509,0.53728,0.69817,0.84605,0.91199,1.0
16.5,0.2904,0.41501,0.53721,0.69812,0.84602,0.91197,1.0
16.6,0.29031,0.41492,0.53715,0.69806,0.84599,0.91195,1.0
16.7,0.29022,0.41484,0.53708,0.69801,0.84596,0.91193,1.0
16.8,0.29012,0.41475,0.53701,0.69795,0.84593,0.91191,1.0
16.9,0.29003,0.41467,0.53695,0.6979,0.84589,0.91189,1.0
17.0,0.28994,0.41458,0.53688,0.69785,0.84586,0.91187,1.0
17.1,0.28984,0.4145,0.53682,0.69779,0.84583,0.91186,1.0
17.2,0.28975,0.41441,0.53675,0.69774,0.8458,0.91184,1.0
17.3,0.28966,0.41433,0.53669,0.69768,0.84577,0.91182,1.0
17.4,0.28957,0.41425,0.53662,0.69763,0.84574,0.9118,1.0
17.5,0.28947,0.41416,0.53656,0.69757,0.84571,0.91178,1.0
17.6,0.28938,0.41408,0.53649,0.69752,0.84568,0.91176,1.0
17.7,0.28929,0.41399,0.53642,0.69747,0.84565,0.91174,1.0
17.8,0.28919,0.41391,0.53636,0.69741,0.84562,0.91172,1.0
17.9,0.2891,0.41382,0.53629,0.69736,0.84559,0.91171,1.0
18.0,0.28901,0.41374,0.53623,0.6973,0.84556,0.91169,1.0
18.1,0.28892,0.41366,0.53616,0.69725,0.84553,0.91167,1.0
18.2,0.28882,0.41357,0.5361,0.69719,0.8455,0.91165,1.0
18.3,0.28873,0.41349,0.53603,0.69714,0.84547,0.91163,1.0
18.4,0.28864,0.4134,0.53597,0.69709,0.84543,0.91161,1.0
18.5,0.28854,0.41332,0.5359,0.69703,0.8454,0.91159,1.0
18.6,0.28845,0.41323,0.53583,0.69698,0.84537,0.91157,1.0
18.7,0.28836,0.41315,0.53577,0.69692,0.84534,0.91156,1.0
18.8,0.28827,0.41307,0.5357,0.69687,0.84531,0.91154,1.0
18.9,0.28817,0.41298,0.53564,0.69681,0.84528,0.91152,1.0
19.0,0.28808,0.4129,0.53557,0.69676,0.84525,0.9115,1.0
19.1,0.28799,0.41281,0.53551,0.6967,0.84522,0.91148,1.0
19.2,0.2879,0.41273,0.53544,0.69665,0.84519,0.91146,1.0
19.3,0.2878,0.41264,0.53538,0.6966,0.84516,0.91144,1.0
19.4,0.28771,0.41256,0.53531,0.69654,0.84513,0.91142,1.0
19.5,0.28762,0.41248,0.53524,0.69649,0.8451,0.91141,1.0
19.6,0.28753,0.41239,0.53518,0.69643,0.84507,0.91139,1.0
19.7,0.28743,0.41231,0.53511,0.69638,0.84503,0.91137,1.0
19.8,0.28734,0.41222,0.53505,0.69632,0.845,0.91135,1.0
19.9,0.28725,0.41214,0.53498,0.69627,0.84497,0.91133,1.0
20.0,0.28716,0.41205,0.53492,0.69621,0.84494,0.91131,1.0
20.1,0.28706,0.41197,0.53485,0.69616,0.84491,0.91129,1.0
20.2,0.28697,0.41189,0.53479,0.69611,0.84488,0.91127,1.0
20.3,0.28688,0.4118,0.53472,0.69605,0.84485,0.91126,1.0
20.4,0.28679,0.41172,0.53466,0.696,0.84482,0.91124,1.0
20.5,0.28669,0.41163,0.53459,0.69594,0.84479,0.91122,1.0
20.6,0.2866,0.41155,0.53452,0.69589,0.84476,0.9112,1.0
20.7,0.28651,0.41146,0.53446,0.69583,0.84473,0.91118,1.0
20.8,0.28642,0.41138,0.53439,0.69578,0.8447,0.91116,1.0
20.9,0.28632,0.4113,0.53433,0.69572,0.84467,0.91114,1.0
21.0,0.28623,0.41121,0.53426,0.69567,0.84463,0.91112,1.0
21.1,0.28614,0.41113,0.5342,0.69561,0.8446,0.9111,1.0
21.2,0.28605,0.41104,0.53413,0.69556,0.84457,0.91109,1.0
21.3,0.28595,0.41096,0.53407,0.69551,0.84454,0.91107,1.0
21.4,0.28586,0.41088,0.534,0.69545,0.84451,0.91105,1.0
21.5,0.28577,0.41079,0.53393,0.6954,0.84448,0.91103,1.0
21.6,0.28568,0.41071,0.53387,0.69534,0.84445,0.91101,1.0
21.7,0.28559,0.41062,0.5338,0.69529,0.84442,0.91099,1.0
21.8,0.28549,0.41054,0.53374,0.69523,0.84439,0.91097,1.0
21.9,0.2854,0.41045,0.53367,0.69518,0.84436,0.91095,1.0
22.0,0.28531,0.41037,0.53361,0.69512,0.84433,0.91093,1.0
22.1,0.28522,0.41029,0.53354,0.69507,0.8443,0.91092,1.0
22.2,0.28513,0.4102,0.53347,0.69501,0.84426,0.9109,1.0
22.3,0.28503,0.41012,0.53341,0.69496,0.84423,0.91088,1.0
22.4,0.28494,0.41003,0.53334,0.6949,0.8442,0.91086,1.0
22.5,0.28485,0.40995,0.53328,0.69485,0.84417,0.91084,1.0
22.6,0.28476,0.40987,0.53321,0.6948,0.84414,0.91082,1.0
22.7,0.28467,0.40978,0.53315,0.69474,0.84411,0.9108,1.0
22.8,0.28457,0.4097,0.53308,0.69469,0.84408,0.91078,1.0
22.9,0.28448,0.40961,0.53302,0.69463,0.84405,0.91076,1.0
23.0,0.28439,0.40953,0.53295,0.69458,0.84402,0.91075,1.0
23.1,0.2843,0.40944,0.53288,0.69452,0.84399,0.91073,1.0
23.2,0.28421,0.40936,0.53282,0.69447,0.84395,0.91071,1.0
23.3,0.28411,0.40928,0.53275,0.69441,0.84392,0.91069,1.0
23.4,0.28402,0.40919,0.53269,0.69436,0.84389,0.91067,1.0
23.5,0.28393,0.40911,0.53262,0.6943,0.84386,0.91065,1.0
23.6,0.28384,0.40902,0.53256,0.69425,0.84383,0.91063,1.0
23.7,0.28375,0.40894,0.53249,0.69419,0.8438,0.91061,1.0
23.8,0.28365,0.40886,0.53243,0.69414,0.84377,0.91059,1.0
23.9,0.28356,0.40877,0.53236,0.69409,0.84374,0.91058,1.0
24.0,0.28347,0.40869,0.53229,0.69403,0.84371,0.91056,1.0
24.1,0.28338,0.4086,0.53223,0.69398,0.84368,0.91054,1.0
24.2,0.28329,0.40852,0.53216,0.69392,0.84365,0.91052,1.0
24.3,0.2832,0.40844,0.5321,0.69387,0.84361,0.9105,1.0
24.4,0.2831,0.40835,0.53203,0.69381,0.84358,0.91048,1.0
24.5,0.28301,0.40827,0.53197,0.69376,0.84355,0.91046,1.0
24.6,0.28292,0.40818,0.5319,0.6937,0.84352,0.91044,1.0
24.7,0.28283,0.4081,0.53184,0.69365,0.84349,0.91042,1.0
24.8,0.28274,0.40802,0.53177,0.69359,0.84346,0.91041,1.0
24.9,0.28265,0.40793,0.5317,0.69354,0.84343,0.91039,1.0
25.0,0.28255,0.40785,0.53164,0.69348,0.8434,0.91037,1.0
25.1,0.28246,0.40776,0.53157,0.69343,0.84337,0.91035,1.0
25.2,0.28237,0.40768,0.53151,0.69337,0.84334,0.91033,1.0
25.3,0.28228,0.4076,0.53144,0.69332,0.8433,0.91031,1.0
25.4,0.28219,0.40751,0.53138,0.69326,0.84327,0.91029,1.0
25.5,0.2821,0.40743,0.53131,0.69321,0.84324,0.91027,1.0
25.6,0.282,0.40734,0.53124,0.69315,0.84321,0.91025,1.0
25.7,0.28191,0.40726,0.53118,0.6931,0.84318,0.91023,1.0
25.8,0.28182,0.40718,0.53111,0.69304,0.84315,0.91022,1.0
25.9,0.28173,0.40709,0.53105,0.69299,0.84312,0.9102,1.0
26.0,0.28164,0.40701,0.53098,0.69294,0.84309,0.91018,1.0
26.1,0.28155,0.40692,0.53092,0.69288,0.84306,0.91016,1.0
26.2,0.28146,0.40684,0.53085,0.69283,0.84302,0.91014,1.0
26.3,0.28136,0.40676,0.53079,0.69277,0.84299,0.91012,1.0
26.4,0.28127,0.40667,0.53072,0.69272,0.84296,0.9101,1.0
26.5,0.28118,0.40659,0.53065,0.69266,0.84293,0.91008,1.0
26.6,0.28109,0.40651,0.53059,0.69261,0.8429,0.91006,1.0
26.7,0.281,0.40642,0.53052,0.69255,0.84287,0.91004,1.0
26.8,0.28091,0.40634,0.53046,0.6925,0.84284,0.91002,1.0
26.9,0.28082,0.40625,0.53039,0.69244,0.84281,0.91001,1.0
27.0,0.28073,0.40617,0.53033,0.69239,0.84278,0.90999,1.0
27.1,0.28063,0.40609,0.53026,0.69233,0.84274,0.90997,1.0
27.2,0.28054,0.406,0.53019,0.69228,0.84271,0.90995,1.0
27.3,0.28045,0.40592,0.53013,0.69222,0.84268,0.90993,1.0
27.4,0.28036,0.40583,0.53006,0.69217,0.84265,0.90991,1.0
27.5,0.28027,0.40575,0.53,0.69211,0.84262,0.90989,1.0
27.6,0.28018,0.40567,0.52993,0.69206,0.84259,0.90987,1.0
27.7,0.28009,0.40558,0.52987,0.692,0.84256,0.90985,1.0
27.8,0.28,0.4055,0.5298,0.69195,0.84253,0.90983,1.0
27.9,0.27991,0.40542,0.52974,0.69189,0.8425,0.90982,1.0
28.0,0.27981,0.40533,0.52967,0.69184,0.84246,0.9098,1.0
28.1,0.27972,0.40525,0.5296,0.69178,0.84243,0.90978,1.0
28.2,0.27963,0.40516,0.52954,0.69173,0.8424,0.90976,1.0
28.3,0.27954,0.40508,0.52947,0.69167,0.84237,0.90974,1.0
28.4,0.27945,0.405,0.52941,0.69162,0.84234,0.90972,1.0
28.5,0.27936,0.40491,0.52934,0.69156,0.84231,0.9097,1.0
28.6,0.27927,0.40483,0.52928,0.69151,0.84228,0.90968,1.0
28.7,0.27918,0.40474,0.52921,0.69145,0.84225,0.90966,1.0
28.8,0.27909,0.40466,0.52914,0.6914,0.84221,0.90964,1.0
28.9,0.279,0.40458,0.52908,0.69134,0.84218,0.90962,1.0
29.0,0.27891,0.40449,0.52901,0.69129,0.84215,0.90961,1.0
29.1,0.27881,0.40441,0.52895,0.69123,0.84212,0.90959,1.0
29.2,0.27872,0.40433,0.52888,0.69118,0.84209,0.90957,1.0
29.3,0.27863,0.40424,0.52882,0.69112,0.84206,0.90955,1.0
29.4,0.27854,0.40416,0.52875,0.69107,0.84203,0.90953,1.0
29.5,0.27845,0.40407,0.52868,0.69101,0.842,0.90951,1.0
29.6,0.27836,0.40399,0.52862,0.69096,0.84196,0.90949,1.0
29.7,0.27827,0.40391,0.52855,0.6909,0.84193,0.90947,1.0
29.8,0.27818,0.40382,0.52849,0.69085,0.8419,0.90945,1.0
29.9,0.27809,0.40374,0.52842,0.69079,0.84187,0.90943,1.0
30.0,0.278,0.40366,0.52836,0.69074,0.84184,0.90941,1.0
30.1,0.27791,0.40357,0.52829,0.69068,0.84181,0.90939,1.0
30.2,0.27782,0.40349,0.52823,0.69063,0.84178,0.90938,1.0
30.3,0.27773,0.4034,0.52816,0.69057,0.84175,0.90936,1.0
30.4,0.27763,0.40332,0.52809,0.69052,0.84171,0.90934,1.0
30.5,0.27754,0.40324,0.52803,0.69046,0.84168,0.90932,1.0
30.6,0.27745,0.40315,0.52796,0.69041,0.84165,0.9093,1.0
30.7,0.27736,0.40307,0.5279,0.69035,0.84162,0.90928,1.0
30.8,0.27727,0.40299,0.52783,0.6903,0.84159,0.90926,1.0
30.9,0.27718,0.4029,0.52777,0.69024,0.84156,0.90924,1.0
31.0,0.27709,0.40282,0.5277,0.69019,0.84153,0.90922,1.0
31.1,0.277,0.40274,0.52763,0.69013,0.84149,0.9092,1.0
31.2,0.27691,0.40265,0.52757,0.69008,0.84146,0.90918,1.0
31.3,0.27682,0.40257,0.5275,0.69002,0.84143,0.90916,1.0
31.4,0.27673,0.40248,0.52744,0.68997,0.8414,0.90915,1.0
31.5,0.27664,0.4024,0.52737,0.68991,0.84137,0.90913,1.0
31.6,0.27655,0.40232,0.52731,0.68986,0.84134,0.90911,1.0
31.7,0.27646,0.40223,0.52724,0.6898,0.84131,0.90909,1.0
31.8,0.27637,0.40215,0.52717,0.68975,0.84128,0.90907,1.0
31.9,0.27628,0.40207,0.52711,0.68969,0.84124,0.90905,1.0
32.0,0.27619,0.40198,0.52704,0.68964,0.84121,0.90903,1.0
32.1,0.2761,0.4019,0.52698,0.68958,0.84118,0.90901,1.0
32.2,0.27601,0.40182,0.52691,0.68953,0.84115,0.90899,1.0
32.3,0.27592,0.40173,0.52685,0.68947,0.84112,0.90897,1.0
32.4,0.27583,0.40165,0.52678,0.68942,0.84109,0.90895,1.0
32.5,0.27574,0.40157,0.52671,0.68936,0.84106,0.90893,1.0
32.6,0.27565,0.40148,0.52665,0.68931,0.84102,0.90891,1.0
32.7,0.27556,0.4014,0.52658,0.68925,0.84099,0.90889,1.0
32.8,0.27547,0.40131,0.52652,0.6892,0.84096,0.90888,1.0
32.9,0.27538,0.40123,0.52645,0.68914,0.84093,0.90886,1.0
33.0,0.27529,0.40115,0.52639,0.68908,0.8409,0.90884,1.0
33.1,0.2752,0.40106,0.52632,0.68903,0.84087,0.90882,1.0
33.2,0.27511,0.40098,0.52626,0.68897,0.84084,0.9088,1.0
33.3,0.27502,0.4009,0.52619,0.68892,0.8408,0.90878,1.0
33.4,0.27493,0.40081,0.52612,0.68886,0.84077,0.90876,1.0
33.5,0.27483,0.40073,0.52606,0.68881,0.84074,0.90874,1.0
33.6,0.27474,0.40065,0.52599,0.68875,0.84071,0.90872,1.0
33.7,0.27465,0.40056,0.52593,0.6887,0.84068,0.9087,1.0
33.8,0.27456,0.40048,0.52586,0.68864,0.84065,0.90868,1.0
33.9,0.27447,0.4004,0.5258,0.68859,0.84062,0.90866,1.0
34.0,0.27439,0.40031,0.52573,0.68853,0.84058,0.90864,1.0
34.1,0.2743,0.40023,0.52566,0.68848,0.84055,0.90862,1.0
34.2,0.27421,0.40015,0.5256,0.68842,0.84052,0.90861,1.0
34.3,0.27412,0.40006,0.52553,0.68837,0.84049,0.90859,1.0
34.4,0.27403,0.39998,0.52547,0.68831,0.84046,0.90857,1.0
34.5,0.27394,0.3999,0.5254,0.68826,0.84043,0.90855,1.0
34.6,0.27385,0.39981,0.52534,0.6882,0.84039,0.90853,1.0
34.7,0.27376,0.39973,0.52527,0.68815,0.84036,0.90851,1.0
34.8,0.27367,0.39964,0.5252,0.68809,0.84033,0.90849,1.0
34.9,0.27358,0.39956,0.52514,0.68804,0.8403,0.90847,1.0
35.0,0.27349,0.39948,0.52507,0.68798,0.84027,0.90845,1.0
35.1,0.2734,0.39939,0.52501,0.68792,0.84024,0.90843,1.0
35.2,0.27331,0.39931,0.52494,0.68787,0.84021,0.90841,1.0
35.3,0.27322,0.39923,0.52488,0.68781,0.84017,0.90839,1.0
35.4,0.27313,0.39914,0.52481,0.68776,0.84014,0.90837,1.0
35.5,0.27304,0.39906,0.52474,0.6877,0.84011,0.90835,1.0
35.6,0.27295,0.39898,0.52468,0.68765,0.84008,0.90833,1.0
35.7,0.27286,0.39889,0.52461,0.68759,0.84005,0.90832,1.0
35.8,0.27277,0.39881,0.52455,0.68754,0.84002,0.9083,1.0
35.9,0.27268,0.39873,0.52448,0.68748,0.83998,0.90828,1.0
36.0,0.27259,0.39864,0.52442,0.68743,0.83995,0.90826,1.0
36.1,0.2725,0.39856,0.52435,0.68737,0.83992,0.90824,1.0
36.2,0.27241,0.39848,0.52428,0.68732,0.83989,0.90822,1.0
36.3,0.27232,0.39839,0.52422,0.68726,0.83986,0.9082,1.0
36.4,0.27223,0.39831,0.52415,0.68721,0.83983,0.90818,1.0
36.5,0.27214,0.39823,0.52409,0.68715,0.8398,0.90816,1.0
36.6,0.27205,0.39814,0.52402,0.68709,0.83976,0.90814,1.0
