added_utility,mean_mrs,mrs_less_equal_2,mrs_shift,onset_to_needle_mins,onset_to_puncture_mins
0.0512941496669375,-0.2655113405057743,0.05346526995686818,-0.26551134050577424,-25.649,-175.649
0.05152972750017221,-0.26680360901773126,0.053722940396929486,-0.26680360901773154,-25.94399999999999,-175.94399999999996
0.051767958775520234,-0.2681112004455257,0.05398351756333769,-0.26811120044552555,-26.24599999999998,-176.24599999999998
0.052007481017930624,-0.2694266016726856,0.05424553119940745,-0.26942660167268595,-26.55200000000002,-176.55200000000002
0.05225002168883418,-0.27075936529935385,0.05451084279050278,-0.2707593652993538,-26.866000000000014,-176.86599999999999
0.05249421869771034,-0.27210197690902316,0.05477798218521562,-0.27210197690902355,-27.185000000000002,-177.18500000000003
0.052740565824241414,-0.2734571685238185,0.0550474838411909,-0.273457168523819,-27.50999999999999,-177.51
0.052989925044816116,-0.27482971652902943,0.055320277088859615,-0.27482971652903,-27.843000000000018,-177.84300000000002
0.05324130375607479,-0.27621414784519294,0.055595287176752495,-0.27621414784519294,-28.181999999999988,-178.182
0.05349519521651372,-0.2776131952731773,0.05587304828950651,-0.27761319527317735,-28.52799999999999,-178.52800000000002
0.05375209224098916,-0.27902959278587103,0.05615409442858921,-0.2790295927858706,-28.882000000000005,-178.882
0.054011002947013304,-0.28045786545785134,0.05643735112584225,-0.28045786545785095,-29.24200000000002,-179.24200000000002
0.054272420289134746,-0.2819007469282826,0.05672335243539872,-0.2819007469282827,-29.60900000000001,-179.609
0.05453671047415014,-0.28336027773885375,0.057012490977600416,-0.2833602777388538,-29.98400000000001,-179.98399999999998
0.05480387130084746,-0.2848364553203111,0.05730476448152888,-0.2848364553203112,-30.36699999999999,-180.367
0.0550739005852255,-0.2863292770849277,0.05760017068178447,-0.28632927708492706,-30.75799999999998,-180.75799999999998
0.055347290323156634,-0.2878414785429668,0.05789924314469358,-0.2878414785429675,-31.157999999999987,-181.15800000000002
0.055623049921019324,-0.289367581117403,0.05820090790815169,-0.28936758111740335,-31.564999999999998,-181.565
0.055902039420827276,-0.2909123628960577,0.05850609312791011,-0.2909123628960578,-31.980999999999995,-181.981
0.056184256519968556,-0.29247582114707793,0.05881479642920756,-0.2924758211470781,-32.406000000000006,-182.406
0.05646920525649046,-0.2940552138976651,0.059126479856241865,-0.2940552138976652,-32.839,-182.839
