25.649,25.944,26.245,26.552,26.865,27.185,27.511,27.843,28.182,28.528,28.881,29.242,29.609,29.985,30.368,30.758,31.158,31.565,31.981,32.405,32.839,33.282,33.733,34.195,34.666,35.147,35.638,36.14,36.652,37.175,37.709,38.254,38.81,39.378,39.958,40.55,41.154,41.771,42.4,43.042,43.697,44.365,45.046,45.741,46.449,47.171,47.907,48.656,49.419,50.195,50.985,51.788,52.603,53.43,54.268,55.114,55.965,56.816,57.657,58.467,59.204,59.772,60.0,59.772,59.204,58.467,57.657,56.816,55.965,55.114,54.268,53.43,52.603,51.788,50.985,50.195,49.419,48.656,47.907,47.171,46.449,45.741,45.046,44.365,43.697,43.042,42.4,41.771,41.154,40.55,39.958,39.378,38.81,38.254,37.709,37.175,36.652,36.14,35.638,35.147,34.666,34.195,33.733,33.282,32.839,32.405,31.981,31.565,31.158,30.758,30.368,29.985,29.609,29.242,28.881,28.528,28.182,27.843,27.511,27.185,26.865,26.552,26.245,25.944,25.649
24.969,25.259,25.555,25.856,26.164,26.478,26.798,27.125,27.459,27.799,28.146,28.501,28.863,29.233,29.61,29.996,30.389,30.791,31.202,31.621,32.049,32.486,32.933,33.389,33.855,34.331,34.817,35.314,35.821,36.339,36.868,37.409,37.961,38.525,39.101,39.69,40.291,40.904,41.531,42.17,42.823,43.49,44.17,44.864,45.573,46.295,47.032,47.784,48.55,49.331,50.128,50.939,51.764,52.605,53.46,54.329,55.212,56.106,57.008,57.911,58.797,59.594,60.0,59.594,58.797,57.911,57.008,56.106,55.212,54.329,53.46,52.605,51.764,50.939,50.128,49.331,48.55,47.784,47.032,46.295,45.573,44.864,44.17,43.49,42.823,42.17,41.531,40.904,40.291,39.69,39.101,38.525,37.961,37.409,36.868,36.339,35.821,35.314,34.817,34.331,33.855,33.389,32.933,32.486,32.049,31.621,31.202,30.791,30.389,29.996,29.61,29.233,28.863,28.501,28.146,27.799,27.459,27.125,26.798,26.478,26.164,25.856,25.555,25.259,24.969
24.279,24.563,24.853,25.149,25.451,25.759,26.073,26.394,26.722,27.056,27.398,27.746,28.102,28.466,28.837,29.217,29.604,30.0,30.404,30.817,31.239,31.67,32.111,32.561,33.021,33.491,33.971,34.462,34.964,35.476,36.0,36.535,37.082,37.641,38.212,38.795,39.391,40.0,40.622,41.257,41.906,42.569,43.246,43.936,44.642,45.362,46.097,46.847,47.612,48.392,49.188,50.0,50.828,51.671,52.531,53.407,54.299,55.208,56.133,57.075,58.033,59.008,60.0,59.008,58.033,57.075,56.133,55.208,54.299,53.407,52.531,51.671,50.828,50.0,49.188,48.392,47.612,46.847,46.097,45.362,44.642,43.936,43.246,42.569,41.906,41.257,40.622,40.0,39.391,38.795,38.212,37.641,37.082,36.535,36.0,35.476,34.964,34.462,33.971,33.491,33.021,32.561,32.111,31.67,31.239,30.817,30.404,30.0,29.604,29.217,28.837,28.466,28.102,27.746,27.398,27.056,26.722,26.394,26.073,25.759,25.451,25.149,24.853,24.563,24.279
23.578,23.856,24.14,24.43,24.726,25.028,25.336,25.651,25.972,26.3,26.635,26.977,27.327,27.684,28.049,28.421,28.802,29.191,29.589,29.995,30.41,30.835,31.269,31.712,32.165,32.628,33.102,33.586,34.081,34.587,35.104,35.632,36.172,36.725,37.289,37.866,38.456,39.058,39.674,40.303,40.946,41.602,42.273,42.958,43.657,44.371,45.1,45.844,46.603,47.377,48.166,48.971,49.792,50.627,51.478,52.343,53.222,54.112,55.012,55.914,56.798,57.594,58.0,57.594,56.798,55.914,55.012,54.112,53.222,52.343,51.478,50.627,49.792,48.971,48.166,47.377,46.603,45.844,45.1,44.371,43.657,42.958,42.273,41.602,40.946,40.303,39.674,39.058,38.456,37.866,37.289,36.725,36.172,35.632,35.104,34.587,34.081,33.586,33.102,32.628,32.165,31.712,31.269,30.835,30.41,29.995,29.589,29.191,28.802,28.421,28.049,27.684,27.327,26.977,26.635,26.3,25.972,25.651,25.336,25.028,24.726,24.43,24.14,23.856,23.578
22.868,23.14,23.417,23.701,23.99,24.285,24.587,24.895,25.209,25.531,25.859,26.194,26.537,26.887,27.244,27.61,27.984,28.365,28.756,29.155,29.562,29.979,30.406,30.842,31.287,31.743,32.209,32.685,33.172,33.67,34.18,34.7,35.233,35.777,36.334,36.903,37.484,38.079,38.686,39.307,39.942,40.59,41.252,41.928,42.618,43.323,44.042,44.776,45.524,46.286,47.063,47.854,48.658,49.475,50.303,51.141,51.985,52.83,53.666,54.472,55.206,55.773,56.0,55.773,55.206,54.472,53.666,52.83,51.985,51.141,50.303,49.475,48.658,47.854,47.063,46.286,45.524,44.776,44.042,43.323,42.618,41.928,41.252,40.59,39.942,39.307,38.686,38.079,37.484,36.903,36.334,35.777,35.233,34.7,34.18,33.67,33.172,32.685,32.209,31.743,31.287,30.842,30.406,29.979,29.562,29.155,28.756,28.365,27.984,27.61,27.244,26.887,26.537,26.194,25.859,25.531,25.209,24.895,24.587,24.285,23.99,23.701,23.417,23.14,22.868
22.147,22.413,22.684,22.96,23.243,23.531,23.826,24.127,24.434,24.748,25.069,25.397,25.732,26.075,26.425,26.783,27.148,27.522,27.905,28.296,28.696,29.104,29.522,29.95,30.387,30.834,31.292,31.76,32.238,32.727,33.228,33.74,34.263,34.798,35.346,35.905,36.477,37.062,37.66,38.271,38.895,39.532,40.183,40.848,41.526,42.218,42.924,43.644,44.376,45.122,45.88,46.65,47.43,48.219,49.015,49.812,50.607,51.388,52.14,52.836,53.43,53.846,54.0,53.846,53.43,52.836,52.14,51.388,50.607,49.812,49.015,48.219,47.43,46.65,45.88,45.122,44.376,43.644,42.924,42.218,41.526,40.848,40.183,39.532,38.895,38.271,37.66,37.062,36.477,35.905,35.346,34.798,34.263,33.74,33.228,32.727,32.238,31.76,31.292,30.834,30.387,29.95,29.522,29.104,28.696,28.296,27.905,27.522,27.148,26.783,26.425,26.075,25.732,25.397,25.069,24.748,24.434,24.127,23.826,23.531,23.243,22.96,22.684,22.413,22.147
21.417,21.676,21.94,22.21,22.485,22.766,23.053,23.347,23.647,23.953,24.266,24.586,24.914,25.248,25.59,25.94,26.297,26.663,27.037,27.419,27.81,28.21,28.619,29.038,29.466,29.904,30.352,30.81,31.279,31.758,32.249,32.751,33.264,33.789,34.326,34.874,35.436,36.009,36.595,37.194,37.806,38.43,39.068,39.719,40.383,41.059,41.748,42.45,43.163,43.888,44.622,45.365,46.116,46.87,47.624,48.374,49.109,49.82,50.486,51.08,51.564,51.886,52.0,51.886,51.564,51.08,50.486,49.82,49.109,48.374,47.624,46.87,46.116,45.365,44.622,43.888,43.163,42.45,41.748,41.059,40.383,39.719,39.068,38.43,37.806,37.194,36.595,36.009,35.436,34.874,34.326,33.789,33.264,32.751,32.249,31.758,31.279,30.81,30.352,29.904,29.466,29.038,28.619,28.21,27.81,27.419,27.037,26.663,26.297,25.94,25.59,25.248,24.914,24.586,24.266,23.953,23.647,23.347,23.053,22.766,22.485,22.21,21.94,21.676,21.417
20.678,20.929,21.186,21.448,21.716,21.99,22.269,22.555,22.847,23.145,23.45,23.762,24.081,24.407,24.74,25.081,25.43,25.786,26.151,26.524,26.906,27.297,27.696,28.105,28.523,28.951,29.389,29.837,30.295,30.764,31.243,31.734,32.236,32.749,33.274,33.811,34.359,34.92,35.493,36.078,36.676,37.286,37.908,38.542,39.189,39.847,40.517,41.197,41.888,42.587,43.294,44.006,44.721,45.436,46.145,46.841,47.516,48.156,48.742,49.251,49.651,49.91,50.0,49.91,49.651,49.251,48.742,48.156,47.516,46.841,46.145,45.436,44.721,44.006,43.294,42.587,41.888,41.197,40.517,39.847,39.189,38.542,37.908,37.286,36.676,36.078,35.493,34.92,34.359,33.811,33.274,32.749,32.236,31.734,31.243,30.764,30.295,29.837,29.389,28.951,28.523,28.105,27.696,27.297,26.906,26.524,26.151,25.786,25.43,25.081,24.74,24.407,24.081,23.762,23.45,23.145,22.847,22.555,22.269,21.99,21.716,21.448,21.186,20.929,20.678
19.93,20.173,20.422,20.677,20.937,21.203,21.474,21.752,22.035,22.325,22.622,22.925,23.235,23.552,23.876,24.208,24.547,24.894,25.249,25.612,25.984,26.364,26.754,27.152,27.56,27.977,28.403,28.84,29.287,29.744,30.212,30.69,31.18,31.68,32.192,32.715,33.25,33.796,34.355,34.924,35.506,36.099,36.704,37.32,37.947,38.585,39.233,39.889,40.554,41.225,41.901,42.579,43.256,43.928,44.589,45.232,45.847,46.421,46.937,47.375,47.712,47.926,48.0,47.926,47.712,47.375,46.937,46.421,45.847,45.232,44.589,43.928,43.256,42.579,41.901,41.225,40.554,39.889,39.233,38.585,37.947,37.32,36.704,36.099,35.506,34.924,34.355,33.796,33.25,32.715,32.192,31.68,31.18,30.69,30.212,29.744,29.287,28.84,28.403,27.977,27.56,27.152,26.754,26.364,25.984,25.612,25.249,24.894,24.547,24.208,23.876,23.552,23.235,22.925,22.622,22.325,22.035,21.752,21.474,21.203,20.937,20.677,20.422,20.173,19.93
19.172,19.408,19.649,19.896,20.148,20.405,20.668,20.937,21.212,21.493,21.781,22.075,22.375,22.683,22.998,23.319,23.649,23.986,24.331,24.684,25.045,25.414,25.792,26.18,26.576,26.981,27.396,27.821,28.255,28.7,29.155,29.62,30.096,30.582,31.08,31.588,32.108,32.639,33.181,33.734,34.298,34.873,35.458,36.054,36.66,37.275,37.898,38.529,39.165,39.806,40.449,41.091,41.729,42.357,42.97,43.561,44.119,44.633,45.088,45.469,45.758,45.938,46.0,45.938,45.758,45.469,45.088,44.633,44.119,43.561,42.97,42.357,41.729,41.091,40.449,39.806,39.165,38.529,37.898,37.275,36.66,36.054,35.458,34.873,34.298,33.734,33.181,32.639,32.108,31.588,31.08,30.582,30.096,29.62,29.155,28.7,28.255,27.821,27.396,26.981,26.576,26.18,25.792,25.414,25.045,24.684,24.331,23.986,23.649,23.319,22.998,22.683,22.375,22.075,21.781,21.493,21.212,20.937,20.668,20.405,20.148,19.896,19.649,19.408,19.172
