added_utility,mean_mrs,mrs_less_equal_2,mrs_shift,onset_to_needle_mins,onset_to_puncture_mins
0.09097190194185394,-0.46518084546477256,0.09427336964086419,-0.4651808454647727,-25.649,-175.649
0.09132357512604822,-0.4670647216767043,0.09465693022052873,-0.46706472167670493,-25.94399999999999,-175.94399999999996
0.09167774451010012,-0.46896281547869556,0.0950432161400438,-0.468962815478695,-26.24599999999998,-176.24599999999998
0.09203296489177369,-0.4708674049171373,0.09543068615000838,-0.4708674049171374,-26.55200000000002,-176.55200000000002
0.0923909916906788,-0.47278788347076217,0.09582120475085854,-0.4727878834707623,-26.866000000000014,-176.86599999999999
0.09275037914755205,-0.47471652219826765,0.09621322962827122,-0.4747165221982677,-27.185000000000002,-177.18500000000003
0.0931116975010223,-0.47665638068238847,0.0966073722983673,-0.476656380682388,-27.50999999999999,-177.51
0.09347582605559077,-0.47861217321372873,0.09700456719201622,-0.4786121732137283,-27.843000000000018,-177.84300000000002
0.09384162631972744,-0.4805778049493421,0.09740359174556001,-0.4805778049493429,-28.181999999999988,-178.182
0.0942096692354834,-0.4825563429085138,0.09780505862628147,-0.48255634290851357,-28.52799999999999,-178.52800000000002
0.09458052631896463,-0.4845508613931888,0.09820958156771153,-0.4845508613931892,-28.882000000000005,-178.882
0.0949530580952993,-0.48655525382096254,0.09861593623611159,-0.48655525382096265,-29.24200000000002,-179.24200000000002
0.09532783587765255,-0.4885725922672415,0.09902473601644457,-0.4885725922672409,-29.60900000000001,-179.609
0.09570516980667279,-0.49060454141423593,0.09943630435699807,-0.49060454141423615,-29.98400000000001,-179.98399999999998
0.09608506120889215,-0.4926511161074636,0.09985064244603015,-0.4926511161074637,-30.36699999999999,-180.367
0.09646751137658166,-0.49471233095850886,0.10026775142488187,-0.49471233095850886,-30.75799999999998,-180.75799999999998
0.09685309280900099,-0.4967912723310568,0.10068824675455035,-0.4967912723310567,-31.157999999999987,-181.15800000000002
0.0972406643890285,-0.4988818122401377,0.10111090101010406,-0.49888181224013695,-31.564999999999998,-181.565
0.0976311079497911,-0.5009886899623566,0.10153665249400329,-0.5009886899623568,-31.980999999999995,-181.981
0.09802442491598423,-0.5031119211545674,0.10196550250676528,-0.5031119211545669,-32.406000000000006,-182.406
0.09842004486942989,-0.505248441815906,0.10239683689753709,-0.5052484418159058,-32.839,-182.839
