onset_to_needle_mins,onset_to_puncture_mins,stroke_type_code,ivt_chosen_bool,mt_chosen_bool,added_utility,mean_mrs,mrs_less_equal_2,mrs_shift
-25.649,-175.649,0,0,0,0.010946416584377117,-0.062470305444278784,0.01196810292361139,-0.062470305444278784
-25.94399999999999,-175.94399999999996,0,0,0,0.011063938732395862,-0.0631609766328094,0.012097757499385686,-0.0631609766328094
-26.24599999999998,-176.24599999999998,0,0,0,0.011184274219906198,-0.06386809472699295,0.012230503250814762,-0.06386809472699295
-26.55200000000002,-176.55200000000002,0,0,0,0.011306144695936382,-0.0645843589738253,0.012364942112680355,-0.0645843589738253
-26.866000000000014,-176.86599999999999,0,0,0,0.01143124919164884,-0.06531948378171126,0.012502932504362296,-0.06531948378171126
-27.185000000000002,-177.18500000000003,0,0,0,0.011558310698058905,-0.06606617288131167,0.012643077655879464,-0.06606617288131167
-27.50999999999999,-177.51,0,0,0,0.011687745244850722,-0.06682682520309768,0.012785833665225232,-0.06682682520309768
-27.843000000000018,-177.84300000000002,0,0,0,0.011820397187705667,-0.06760628027554683,0.012932124676268808,-0.06760628027554683
-28.181999999999988,-178.182,0,0,0,0.011955422274837035,-0.06839969728149842,0.01308102624562002,-0.06839969728149842
-28.52799999999999,-178.52800000000002,0,0,0,0.01209323476945634,-0.0692094691599463,0.013232992750046857,-0.0692094691599463
-28.882000000000005,-178.882,0,0,0,0.01223424745625612,-0.07003798380807202,0.013388477112633801,-0.07003798380807202
-29.24200000000002,-179.24200000000002,0,0,0,0.012377618537311563,-0.07088040862331701,0.013546557261365777,-0.07088040862331701
-29.60900000000001,-179.609,0,0,0,0.012523761285426205,-0.07173913309391966,0.01370768658000121,-0.07173913309391966
-29.98400000000001,-179.98399999999998,0,0,0,0.012673098920252812,-0.07261657996763948,0.01387232802894467,-0.07261657996763948
-30.36699999999999,-180.367,0,0,0,0.01282562565326728,-0.07351272896639616,0.014040475819690923,-0.07351272896639616
-30.75799999999998,-180.75799999999998,0,0,0,0.012981335765497537,-0.07442756001272954,0.014212124222574674,-0.07442756001272954
-31.157999999999987,-181.15800000000002,0,0,0,0.013140639390084141,-0.07536345183913218,0.014387723526415153,-0.07536345183913218
-31.564999999999998,-181.565,0,0,0,0.0133026989985785,-0.07631558624212831,0.014566355823239396,-0.07631558624212831
-31.980999999999995,-181.981,0,0,0,0.01346835247392597,-0.07728878077610646,0.014748938950757018,-0.07728878077610646
-32.406000000000006,-182.406,0,0,0,0.01363759372326967,-0.07828301401000659,0.01493546679686919,-0.07828301401000659
-32.839,-182.839,0,0,0,0.013810002498116813,-0.07929587143671513,0.015125478887420218,-0.07929587143671513
-33.28099999999998,-183.28099999999998,0,0,0,0.013985975174724774,-0.08032968518951056,0.015319412089765838,-0.08032968518951056
-33.733000000000004,-183.733,0,0,0,0.014165944673578013,-0.0813869106140992,0.015517738782201418,-0.0813869106140992
-34.19499999999999,-184.195,0,0,0,0.014349904637131261,-0.08246752528460255,0.015720452574344956,-0.08246752528460255
-34.666,-184.666,0,0,0,0.014537436114059887,-0.08356911907057607,0.015927094262920605,-0.08356911907057607
-35.14699999999999,-185.14700000000002,0,0,0,0.014728932987992938,-0.08469401535218113,0.016138098198093753,-0.08469401535218113
-35.63800000000002,-185.63800000000003,0,0,0,0.01492441595559546,-0.08584228319356346,0.016353484368065052,-0.08584228319356346
-36.14,-186.14,0,0,0,0.015124277385934581,-0.08701624069019309,0.016573685604411192,-0.08701624069019309
-36.652000000000015,-186.65200000000002,0,0,0,0.015328113206108718,-0.08821352810497962,0.016798257239892478,-0.08821352810497962
-37.17400000000001,-187.174,0,0,0,0.015535904089670871,-0.08943407884396093,0.017027180164251643,-0.08943407884396093
-37.70900000000002,-187.709,0,0,0,0.01574890456777156,-0.09068511139774316,0.01726182887874239,-0.09068511139774316
-38.25399999999999,-188.254,0,0,0,0.015965862303315315,-0.09195941262433927,0.0175008306081047,-0.09195941262433927
-38.81,-188.81,0,0,0,0.016187197144420518,-0.09325939374006742,0.01774464504134543,-0.09325939374006742
-39.378,-189.37800000000001,0,0,0,0.016413298186875758,-0.09458736115529276,0.0179937016583549,-0.09458736115529276
-39.958,-189.958,0,0,0,0.016644174078314422,-0.09594334319122555,0.018248008725770926,-0.09594334319122555
-40.55,-190.55,0,0,0,0.01687983452998454,-0.09732737192133545,0.018507575593226244,-0.09732737192133545
-41.153999999999996,-191.154,0,0,0,0.01712025873498213,-0.09873937527464127,0.018772381592310428,-0.09873937527464127
-41.771,-191.77100000000002,0,0,0,0.0173658649092836,-0.1001817587435303,0.01904288477910665,-0.1001817587435303
-42.400000000000006,-192.4,0,0,0,0.017616223666678477,-0.10165207638573959,0.019318615661595206,-0.10165207638573959
-43.042000000000016,-193.04200000000003,0,0,0,0.01787176984294858,-0.10315279056176019,0.019600048691478023,-0.10315279056176019
-43.697,-193.697,0,0,0,0.018132481982119475,-0.10468382671341891,0.019887162498595345,-0.10468382671341891
-44.36499999999998,-194.36499999999998,0,0,0,0.0183983548767086,-0.10624516580863652,0.020179951720165068,-0.10624516580863652
-45.04600000000002,-195.04600000000002,0,0,0,0.01866940085234825,-0.10783684896128132,0.020478428326804243,-0.10783684896128132
-45.741,-195.741,0,0,0,0.018946021268376745,-0.10946122377927359,0.020783033714047883,-0.10946122377927359
-46.449,-196.449,0,0,0,0.019227806202695374,-0.11111591097522089,0.02109331761205213,-0.11111591097522089
-47.17100000000001,-197.17100000000002,0,0,0,0.019515156688291402,-0.11280325690247306,0.021409721064273524,-0.11280325690247306
-47.906000000000006,-197.906,0,0,0,0.01980768248591358,-0.11452095003505103,0.021731813321875904,-0.11452095003505103
-48.65599999999999,-198.65599999999998,0,0,0,0.020106189004107322,-0.1162736956336885,0.02206047996710392,-0.1162736956336885
-49.41900000000001,-199.41899999999998,0,0,0,0.02040984602748508,-0.11805670069725838,0.022394810418610467,-0.11805670069725838
-50.19500000000001,-200.19500000000002,0,0,0,0.020718670282609652,-0.11987002172556571,0.02273482108477054,-0.11987002172556571
-50.985000000000014,-200.985,0,0,0,0.02103308262104553,-0.12171607330820522,0.023080972673106825,-0.12171607330820522
-51.78800000000001,-201.788,0,0,0,0.021352639360391,-0.12359235981196992,0.023432781420325455,-0.12359235981196992
-52.60299999999998,-202.60299999999998,0,0,0,0.02167697729647411,-0.1254966635926189,0.023789843590236837,-0.1254966635926189
-53.43000000000001,-203.42999999999998,0,0,0,0.022006097833985216,-0.12742898864051977,0.024152160459311012,-0.12742898864051977
-54.268000000000015,-204.268,0,0,0,0.022339580565096995,-0.12938691993045226,0.024519271458972813,-0.12938691993045226
-55.114000000000004,-205.114,0,0,0,0.022676246603940742,-0.13136349933475744,0.024889877188689402,-0.13136349933475744
-55.96499999999999,-205.96500000000003,0,0,0,0.023014901527180553,-0.13335171557712333,0.025262662913765332,-0.13335171557712333
-56.81599999999999,-206.81600000000003,0,0,0,0.023353533581349173,-0.13533981108471616,0.025635416558825286,-0.13533981108471616
-57.657,-207.657,0,0,0,0.023688205638696447,-0.137304571373297,0.026003800313238012,-0.137304571373297
-58.46700000000001,-208.46699999999998,0,0,0,0.0240105368159087,-0.13919685600415677,0.02635859239555849,-0.13919685600415677
-59.20399999999998,-209.20399999999998,0,0,0,0.024303792437681326,-0.1409184801384824,0.026681376647944788,-0.1409184801384824
-59.772000000000006,-209.772,0,0,0,0.024529816699732976,-0.14224535245043346,0.026930154014149554,-0.14224535245043346
-60.0,-210.0,0,0,0,0.024620544151497836,-0.14277796328225945,0.027030013701476285,-0.14277796328225945
-59.772000000000006,-209.772,0,0,0,0.024529816699732976,-0.14224535245043346,0.026930154014149554,-0.14224535245043346
-59.20399999999998,-209.20399999999998,0,0,0,0.024303792437681326,-0.1409184801384824,0.026681376647944788,-0.1409184801384824
-58.46700000000001,-208.46699999999998,0,0,0,0.0240105368159087,-0.13919685600415677,0.02635859239555849,-0.13919685600415677
-57.657,-207.657,0,0,0,0.023688205638696447,-0.137304571373297,0.026003800313238012,-0.137304571373297
-56.81599999999999,-206.81600000000003,0,0,0,0.023353533581349173,-0.13533981108471616,0.025635416558825286,-0.13533981108471616
-55.96499999999999,-205.96500000000003,0,0,0,0.023014901527180553,-0.13335171557712333,0.025262662913765332,-0.13335171557712333
-55.114000000000004,-205.114,0,0,0,0.022676246603940742,-0.13136349933475744,0.024889877188689402,-0.13136349933475744
-54.268000000000015,-204.268,0,0,0,0.022339580565096995,-0.12938691993045226,0.024519271458972813,-0.12938691993045226
-53.43000000000001,-203.42999999999998,0,0,0,0.022006097833985216,-0.12742898864051977,0.024152160459311012,-0.12742898864051977
-52.60299999999998,-202.60299999999998,0,0,0,0.02167697729647411,-0.1254966635926189,0.023789843590236837,-0.1254966635926189
-51.78800000000001,-201.788,0,0,0,0.021352639360391,-0.12359235981196992,0.023432781420325455,-0.12359235981196992
-50.985000000000014,-200.985,0,0,0,0.02103308262104553,-0.12171607330820522,0.023080972673106825,-0.12171607330820522
-50.19500000000001,-200.19500000000002,0,0,0,0.020718670282609652,-0.11987002172556571,0.02273482108477054,-0.11987002172556571
-49.41900000000001,-199.41899999999998,0,0,0,0.02040984602748508,-0.11805670069725838,0.022394810418610467,-0.11805670069725838
-48.65599999999999,-198.65599999999998,0,0,0,0.020106189004107322,-0.1162736956336885,0.02206047996710392,-0.1162736956336885
-47.906000000000006,-197.906,0,0,0,0.01980768248591358,-0.11452095003505103,0.021731813321875904,-0.11452095003505103
-47.17100000000001,-197.17100000000002,0,0,0,0.019515156688291402,-0.11280325690247306,0.021409721064273524,-0.11280325690247306
